actor,actorLabel,fields,placeOfBirthLabel,dateOfBirth,dateOfDeath,description
http://www.wikidata.org/entity/Q54868,Νόα Σάιρους,"άσμα, ηθοποιός, συνθέτης, μουσική βιομηχανία",Νάσβιλ,2000-01-08T00:00:00Z,,
http://www.wikidata.org/entity/Q55365,Τσεζάρι Παζούρα,"θέατρο, ταινία, Καμπαρέ",Τομάσουφ Μαζοβιέτσκι,1962-06-13T00:00:00Z,,
http://www.wikidata.org/entity/Q55456,Νίνο Μανφρέντι,"άσμα, υποκριτική",Q116660,1921-03-22T00:00:00Z,2004-06-04T00:00:00Z,ιταλός ηθοποιός
http://www.wikidata.org/entity/Q55718,Q55718,"θέατρο, ταινία",Λβιβ,1916-03-01T00:00:00Z,2007-01-24T00:00:00Z,
http://www.wikidata.org/entity/Q56009,Τζίνα Λολομπρίτζιντα,"δημοσιογραφία, φωτογραφία, γλυπτική",Σουμπιάκο,1927-07-04T00:00:00Z,2023-01-16T00:00:00Z,Ιταλίδα ηθοποιός
http://www.wikidata.org/entity/Q56016,Κάθριν Χέπμπορν,"ηθοποιός, ηθοποιός ταινιών",Χάρτφορντ,1907-05-12T00:00:00Z,2003-06-29T00:00:00Z,Αμερικανίδα ηθοποιός
http://www.wikidata.org/entity/Q58801,Q58801,ταινία,Βερολίνο,1893-01-22T00:00:00Z,1943-04-03T00:00:00Z,Γερμανός ηθοποιός (1893-1943)
http://www.wikidata.org/entity/Q74293,Q74293,"παραγωγή ταινιών, βουβός κινηματογράφος, υποκριτική",Νόβε Μιάστο Λουμπάφσκιε,1901-01-01T00:00:00Z,1983-01-27T00:00:00Z,
http://www.wikidata.org/entity/Q74293,Q74293,"παραγωγή ταινιών, βουβός κινηματογράφος, υποκριτική",Νόβε Μιάστο Λουμπάφσκιε,1901-05-28T00:00:00Z,1983-01-27T00:00:00Z,
http://www.wikidata.org/entity/Q82233,Q82233,σύνθεση,Σαιντ Λούις,1975-07-22T00:00:00Z,,
http://www.wikidata.org/entity/Q180029,Q180029,"υποκριτική, παραγωγή ταινιών",Χονγκ Κονγκ,1952-01-01T00:00:00Z,,
http://www.wikidata.org/entity/Q180338,Κρίστοφερ Λι,"υποκριτική, βιομηχανία βιντεοπαιχνιδιών",Μπελγκρέβια,1922-05-27T00:00:00Z,2015-06-07T00:00:00Z,Βρετανός ηθοποιός (1922–2015)
http://www.wikidata.org/entity/Q180914,Τζον Γουίλκς Μπούθ,"υποκριτική, επαγγελματίας δολοφόνος, πολιτική δολοφονία",Μπελ Αιρ,1838-05-10T00:00:00Z,1865-04-26T00:00:00Z,
http://www.wikidata.org/entity/Q180915,Q180915,τέχνες του θεάματος,Γκέελ,1978-06-18T00:00:00Z,,
http://www.wikidata.org/entity/Q182372,Λουίζ Φλέτσερ,υποκριτική,Μπέρμιγχαμ (Αλαμπάμα),1934-07-22T00:00:00Z,2022-09-23T00:00:00Z,Αμερικανίδα ηθοποιός (1934-2022)
http://www.wikidata.org/entity/Q182431,Αρτ Κάρνεϊ,υποκριτική,Μάουντ Βέρνον,1918-11-04T00:00:00Z,2003-11-09T00:00:00Z,
http://www.wikidata.org/entity/Q186304,Κιμ Καρντάσιαν,διασημότητα,Λος Άντζελες,1980-10-21T00:00:00Z,,Αμερικανίδα τηλεοπτική προσωπικότητα
http://www.wikidata.org/entity/Q190386,Ρέιτσελ ΜακΆνταμς,υποκριτική,Λόντον,1978-11-17T00:00:00Z,,Καναδή ηθοποιός
http://www.wikidata.org/entity/Q190523,Κρίστοφερ Πλάμερ,υποκριτική,Τορόντο,1929-12-13T00:00:00Z,2021-02-05T00:00:00Z,Καναδός ηθοποιός (1929–2021)
http://www.wikidata.org/entity/Q191952,Ζίρο Μόστελ,υποκριτική,Μπρούκλιν,1915-02-28T00:00:00Z,1977-09-08T00:00:00Z,
http://www.wikidata.org/entity/Q191966,Τζιν Γουάιλντερ,υποκριτική,Μιλγουόκι,1933-06-11T00:00:00Z,2016-08-29T00:00:00Z,
http://www.wikidata.org/entity/Q192643,Άαρον Έκχαρτ,υποκριτική,Κουπερτίνο,1968-03-12T00:00:00Z,,Αμερικανός ηθοποιός
http://www.wikidata.org/entity/Q194280,Χιου Χέφνερ,"Φιλανθρωπία, νυχτερινό κέντρο διασκέδασης, επιχείρηση, εκδόσεις",Σικάγο,1926-04-09T00:00:00Z,2017-09-27T00:00:00Z,Αμερικανός εκδότης περιοδικών
http://www.wikidata.org/entity/Q213574,Ρούτγκερ Χάουερ,υποκριτική,Q615732,1944-01-23T00:00:00Z,2019-07-19T00:00:00Z,Ολλανδός ηθοποιός
http://www.wikidata.org/entity/Q214548,Q214548,"ποπ μουσική, δημοφιλής μουσική",Q1005695,1927-12-03T00:00:00Z,2012-09-25T00:00:00Z,
http://www.wikidata.org/entity/Q214665,Νίνο Ρότα,"τέχνες του θεάματος, κινηματογραφική μουσική",Μιλάνο,1911-12-03T00:00:00Z,1979-04-10T00:00:00Z,Ιταλός συνθέτης
http://www.wikidata.org/entity/Q214813,Αμάλια Ροντρίγκες,Φάντο,Q1233617,1920-07-23T00:00:00Z,1999-10-06T00:00:00Z,
http://www.wikidata.org/entity/Q214864,Q214864,υποκριτική,Βιέννη,1892-09-27T00:00:00Z,1975-09-08T00:00:00Z,
http://www.wikidata.org/entity/Q214864,Q214864,υποκριτική,Μάστι,1892-09-27T00:00:00Z,1975-09-08T00:00:00Z,
http://www.wikidata.org/entity/Q216221,Στιβ Καρέλ,υποκριτική,Κόνκορντ,1962-08-16T00:00:00Z,,"Αμερικανός ηθοποιός, κωμικός, παραγωγός, σεναριογράφος και σκηνοθέτης."
http://www.wikidata.org/entity/Q216563,Πωλ Άνκα,"ποπ μουσική, δημοφιλής μουσική",Οττάβα,1941-07-30T00:00:00Z,,Καναδο-Αμερικανός τραγουδιστής
http://www.wikidata.org/entity/Q217160,Κένι Ρότζερς,κάντρι μουσική,Χιούστον,1938-08-21T00:00:00Z,2020-03-20T00:00:00Z,Αμερικανός τραγουδιστής και στιχουργός
http://www.wikidata.org/entity/Q218279,Ζόι Ντόιτς,"υποκριτική, παραγωγή ταινιών",Λος Άντζελες,1994-11-10T00:00:00Z,,Αμερικανίδα ηθοποιός
http://www.wikidata.org/entity/Q229065,Τίνα Κάρολ,μουσική,Ορότουκαν,1985-01-25T00:00:00Z,,
http://www.wikidata.org/entity/Q229613,Κάρλος Γαρδέλ,"μουσική, ταινία, Τάγκο",Τουλούζη,1890-12-11T00:00:00Z,1935-06-24T00:00:00Z,Αργεντινός τραγουδιστής
http://www.wikidata.org/entity/Q230151,Ρίτα Μορένο,"μουσική, υποκριτική",Q2307535,1931-12-11T00:00:00Z,,"Πορτορικανή ηθοποιός, τραγουδίστρια και χορεύτρια"
http://www.wikidata.org/entity/Q262294,Q262294,σύνθεση,Καισάρεια,1974-03-10T00:00:00Z,,
http://www.wikidata.org/entity/Q262659,Q262659,σύνθεση,Καράκας,1981-02-20T00:00:00Z,,
http://www.wikidata.org/entity/Q262777,Q262777,μοντέλο,Λέικλαντ,1983-02-26T00:00:00Z,,
http://www.wikidata.org/entity/Q264891,Q264891,σύνθεση,Νταντόλκ,1974-05-17T00:00:00Z,,
http://www.wikidata.org/entity/Q266091,Q266091,ποπ ροκ,Μάντσεστερ,1984-10-01T00:00:00Z,,
http://www.wikidata.org/entity/Q266091,Q266091,ποπ ροκ,Μάντσεστερ,1984-10-15T00:00:00Z,,
http://www.wikidata.org/entity/Q266091,Q266091,ποπ ροκ,Μάντσεστερ,1984-10-16T00:00:00Z,,
http://www.wikidata.org/entity/Q359665,Ντέιβιντ Γουάλιαμς,"Φιλανθρωπία, τηλεοπτικό πρόγραμμα, ακτιβισμός, υποκριτική",Q2280322,1971-08-20T00:00:00Z,,
http://www.wikidata.org/entity/Q390372,Q390372,"μουσική, άσμα",Q490925,1937-04-29T00:00:00Z,2005-04-26T00:00:00Z,
http://www.wikidata.org/entity/Q391207,Q391207,"μιούζικαλ, θέατρο, ταινία",Λονδίνο,1909-03-10T00:00:00Z,2004-06-26T00:00:00Z,
http://www.wikidata.org/entity/Q391207,Q391207,"μιούζικαλ, θέατρο, ταινία",Λονδίνο,1909-03-10T00:00:00Z,2004-08-22T00:00:00Z,
http://www.wikidata.org/entity/Q392720,Q392720,"μουσική, ροκ, Αντεργκράουντ",Λος Άντζελες,1960-07-03T00:00:00Z,,
http://www.wikidata.org/entity/Q399318,Αγουστίν Λάρα,"μουσική, άσμα",Πόλη του Μεξικού,1897-10-30T00:00:00Z,1970-11-06T00:00:00Z,
http://www.wikidata.org/entity/Q399318,Αγουστίν Λάρα,"μουσική, άσμα",Πόλη του Μεξικού,1900-10-01T00:00:00Z,1970-11-06T00:00:00Z,
http://www.wikidata.org/entity/Q426911,Ταμάρα Χόουπ,"μουσική, υποκριτική",Τορόντο,1984-11-02T00:00:00Z,,Καναδή ηθοποιός
http://www.wikidata.org/entity/Q429348,Q429348,"πολιτική, κάντρι μουσική",Q3240142,1899-09-11T00:00:00Z,2000-11-05T00:00:00Z,
http://www.wikidata.org/entity/Q430602,Σαγιάκα Κάντα,μιούζικαλ,Σεταγκάγια,1986-10-01T00:00:00Z,2021-12-18T00:00:00Z,
http://www.wikidata.org/entity/Q430922,Πολ Ράιζερ,"μουσική, λογοτεχνία, υποκριτική",Νέα Υόρκη,1956-03-30T00:00:00Z,,Αμερικανός ηθοποιός
http://www.wikidata.org/entity/Q430922,Πολ Ράιζερ,"μουσική, λογοτεχνία, υποκριτική",Νέα Υόρκη,1957-03-30T00:00:00Z,,Αμερικανός ηθοποιός
http://www.wikidata.org/entity/Q432019,Q432019,"τηλεόραση, ταινία",16ο δημοτικό διαμέρισμα του Παρισιού,1924-05-27T00:00:00Z,2007-03-14T00:00:00Z,
http://www.wikidata.org/entity/Q432655,Q432655,κριτική κινηματογράφου,Ισραήλ,1962-01-01T00:00:00Z,,
http://www.wikidata.org/entity/Q432655,Q432655,κριτική κινηματογράφου,Ισραήλ,1962-05-15T00:00:00Z,,
http://www.wikidata.org/entity/Q53028,Τζουλιάνο Μοντάλντο,υποκριτική,Γένοβα,1930-02-22T00:00:00Z,2023-09-06T00:00:00Z,ιταλός σκηνοθέτης
http://www.wikidata.org/entity/Q55211,Q55211,γραφή,Τεχεράνη,1957-05-29T00:00:00Z,,
http://www.wikidata.org/entity/Q55382,Q55382,υποκριτική,Κρακοβία,1941-09-02T00:00:00Z,,
http://www.wikidata.org/entity/Q55392,Λουί Μαλ,"ντοκιμαντέρ, δραματική κινηματογραφική ταινία",Q630984,1932-10-30T00:00:00Z,1995-11-23T00:00:00Z,
http://www.wikidata.org/entity/Q55415,Λένι Ρίφενσταλ,τέχνες του θεάματος,Βερολίνο,1902-08-22T00:00:00Z,2003-09-08T00:00:00Z,"Γερμανίδα ηθοποιός, σκηνοθέτις και φωτογράφος."
http://www.wikidata.org/entity/Q55761,Ιρένα Κφιατκόφσκα,υποκριτική,Βαρσοβία,1912-09-17T00:00:00Z,2011-03-03T00:00:00Z,Πολωνή ηθοποιός
http://www.wikidata.org/entity/Q56094,Φράνσις Φορντ Κόπολα,"αμπελοκομία, παραγωγή ταινιών",Ντιτρόιτ,1939-04-07T00:00:00Z,,"Αμερικανός σκηνοθέτης, σεναριογράφος και παραγωγός"
http://www.wikidata.org/entity/Q58735,Λίλυ Άλεν,"τραγουδιστής, σύνθεση, τραγουδοποιός",Χάμερσμιθ,1985-05-02T00:00:00Z,,"Αγγλίδα τραγουδίστρια, στιχουργός, ηθοποιός και τηλεοπτική παρουσιάστρια"
http://www.wikidata.org/entity/Q58822,Μαξ Σρεκ,υποκριτική,Βερολίνο,1879-09-06T00:00:00Z,1936-02-20T00:00:00Z,Γερμανός ηθοποιός (1879-1936)
http://www.wikidata.org/entity/Q427439,Q427439,"άσμα, θέατρο, ταινία, υποκριτική",Q146497,1879-09-27T00:00:00Z,1955-05-05T00:00:00Z,
http://www.wikidata.org/entity/Q120366,Q120366,"τηλεόραση, θέατρο, ταινία",Τάλσα,1963-06-10T00:00:00Z,,Αμερικανίδα ηθοποιός
http://www.wikidata.org/entity/Q120541,Q120541,"τηλεόραση, ταινία",Q983609,1889-07-11T00:00:00Z,1960-09-04T00:00:00Z,
http://www.wikidata.org/entity/Q122802,Q122802,"τηλεόραση, ταινία, υποκριτική",Λειψία,1932-03-26T00:00:00Z,2013-02-13T00:00:00Z,
http://www.wikidata.org/entity/Q123745,Μπίλι Ουίλιαμς,"τηλεόραση, ταινία",Q2321784,1929-06-03T00:00:00Z,,
http://www.wikidata.org/entity/Q144669,Q144669,"τηλεόραση, θέατρο, μουσική, ταινία",Πόρτσμουθ,1928-01-12T00:00:00Z,2006-11-17T00:00:00Z,
http://www.wikidata.org/entity/Q144669,Q144669,"τηλεόραση, θέατρο, μουσική, ταινία",Πόρτσμουθ,1928-01-31T00:00:00Z,2006-11-17T00:00:00Z,
http://www.wikidata.org/entity/Q180004,Fergie,σύνθεση,Γουίτιερ,1975-03-27T00:00:00Z,,
http://www.wikidata.org/entity/Q180453,Ντόλι Πάρτον,σύνθεση,Q2556469,1946-01-19T00:00:00Z,,
http://www.wikidata.org/entity/Q181683,Q181683,σύνθεση,Μπρονξ,1943-06-25T00:00:00Z,,
http://www.wikidata.org/entity/Q182047,Γκάρι Ράσελ,τηλεοπτική σειρά,Μέιντενχεντ,1963-09-18T00:00:00Z,,Συγγραφέας
http://www.wikidata.org/entity/Q182658,Χάρπερ Λι,αμερικανική λογοτεχνία,Q79496,1926-04-28T00:00:00Z,2016-02-19T00:00:00Z,Αμερικανίδα συγγραφέας
http://www.wikidata.org/entity/Q183337,Ντέιβιντ Άτονμπρα,"εκπαιδευτική τηλεόραση, προστασία του περιβάλλοντος, εκλαϊκευμένη επιστήμη",Άιζελγουορθ,1926-05-08T00:00:00Z,,Βρετανός τηλεπαρουσιαστής και φυσιοδίφης
http://www.wikidata.org/entity/Q185465,Πόλα Αμπντούλ,σύνθεση,Q846406,1962-06-19T00:00:00Z,,Αμερικανίδα ηθοποιός και τραγουδίστρια
http://www.wikidata.org/entity/Q187832,Μάντυ Μουρ,σύνθεση,Νασούα,1984-04-10T00:00:00Z,,Αμερικανίδα τραγουδίστρια και ηθοποιός
http://www.wikidata.org/entity/Q187857,Q187857,σύνθεση,Σίδνεϊ,1977-07-26T00:00:00Z,,
http://www.wikidata.org/entity/Q188401,Έμιλι Όσμεντ,σύνθεση,Λος Άντζελες,1992-03-10T00:00:00Z,,Αμερικανίδα ηθοποιός
http://www.wikidata.org/entity/Q188648,Q188648,σύνθεση,Ατλάντα,1985-12-10T00:00:00Z,,
http://www.wikidata.org/entity/Q189226,Αμάντα Σάιφρεντ,σύνθεση,Άλενταουν,1985-12-03T00:00:00Z,,"Αμερικανίδα ηθοποιός, τραγουδίστρια, μοντέλο"
http://www.wikidata.org/entity/Q191719,Ζόι Ντεσανέλ,σύνθεση,Λος Άντζελες,1980-01-17T00:00:00Z,,
http://www.wikidata.org/entity/Q193509,Τέιλορ Μόμσεν,σύνθεση,Σαιντ Λούις,1993-07-26T00:00:00Z,,"Αμερικανίδα ηθοποιός, τραγουδίστρια και μοντέλο"
http://www.wikidata.org/entity/Q213521,Άσλι Σίμπσον,σύνθεση,Ουέϊκο,1984-10-03T00:00:00Z,,Αμερικανίδα τραγουδίστρια και ηθοποιός
http://www.wikidata.org/entity/Q214226,Q214226,σύνθεση,Νιούαρκ,1975-05-26T00:00:00Z,,
http://www.wikidata.org/entity/Q214309,Σαμ Νιλ,αμπελοκομία,Q510513,1947-09-14T00:00:00Z,,"Νεο-Ζηλανδός ηθοποιός, συγγραφέας, παραγωγός και σκηνοθέτης"
http://www.wikidata.org/entity/Q215219,Q215219,σύνθεση,Μπράτλμπορο,1990-12-20T00:00:00Z,,
http://www.wikidata.org/entity/Q215546,Κάρι Άντεργουντ,σύνθεση,Q524233,1983-03-10T00:00:00Z,,
http://www.wikidata.org/entity/Q217280,Joss Stone,σύνθεση,Ντόβερ,1987-04-11T00:00:00Z,,
http://www.wikidata.org/entity/Q217427,Λατόγια Τζάκσον,σύνθεση,Γκάρι,1956-05-29T00:00:00Z,,
http://www.wikidata.org/entity/Q217787,Q217787,σύνθεση,Μπρούκλιν,1942-02-09T00:00:00Z,,
http://www.wikidata.org/entity/Q229228,Λίλι Σομπιέσκι,"τηλεόραση, ταινία, Αφηρημένη τέχνη",Νέα Υόρκη,1983-06-10T00:00:00Z,,
http://www.wikidata.org/entity/Q229251,Q229251,"άσμα, χορός, υποκριτική",Κλίβελαντ,1922-11-09T00:00:00Z,1965-09-08T00:00:00Z,
http://www.wikidata.org/entity/Q229276,Μορίν Ο'Χαρα,"άσμα, υποκριτική",Ράνελα,1920-08-17T00:00:00Z,2015-10-24T00:00:00Z,Ιρλανδό-Αμερικάνα ηθοποιός και τραγουδίστρια (1920–2015)
http://www.wikidata.org/entity/Q229550,Λόρα Μπράνιγκαν,"ταινία, δημοφιλής μουσική, ποπ μουσική",Q2412514,1952-07-03T00:00:00Z,2004-08-26T00:00:00Z,
http://www.wikidata.org/entity/Q229760,Ρίτα Όρα,"συνθέτης, υποκριτική",Πρίστινα,1990-11-26T00:00:00Z,,Αγγλίδα τραγουδίστρια
http://www.wikidata.org/entity/Q230055,Ιζαμπέλα Σκορούπκο,"άσμα, υποκριτική",Μπιαουίστοκ,1970-06-04T00:00:00Z,,
http://www.wikidata.org/entity/Q230099,Άιριν Νταν,"τηλεόραση, ταινία",Λούισβιλ,1898-12-20T00:00:00Z,1990-09-04T00:00:00Z,
http://www.wikidata.org/entity/Q244674,Μπένεντικτ Κάμπερμπατς,"τηλεόραση, ταινία, ραδιοφωνία, θέατρο",Χάμερσμιθ,1976-07-19T00:00:00Z,,Βρετανός ηθοποιός
http://www.wikidata.org/entity/Q252083,Q252083,"τηλεόραση, ταινία, πολιτική",Μαδρίτη,1965-04-07T00:00:00Z,,
http://www.wikidata.org/entity/Q253395,Q253395,ποίηση,Μόσχα,1937-04-10T00:00:00Z,2010-11-29T00:00:00Z,
http://www.wikidata.org/entity/Q255565,Κάρολ Μπέρνετ,"τηλεόραση, ταινία, δημοφιλής μουσική, θέατρο, ποπ μουσική",Σαν Αντόνιο,1933-04-26T00:00:00Z,,"Αμερικανίδα κωμικός, ηθοποιός και τραγουδίστρια."
http://www.wikidata.org/entity/Q257317,Μάργκο Μάρτιντεϊλ,"τηλεόραση, ταινία, υποκριτική, θέατρο",Q685644,1951-07-18T00:00:00Z,,Αμερικανίδα ηθοποιός
http://www.wikidata.org/entity/Q414574,Μπιλ Μπάτλερ,ταινία,Q117605,1921-04-07T00:00:00Z,2023-04-05T00:00:00Z,
http://www.wikidata.org/entity/Q425724,Q425724,"θέατρο, δράμα",Q1380598,1839-02-01T00:00:00Z,1901-06-02T00:00:00Z,
http://www.wikidata.org/entity/Q429188,Q429188,"θέατρο, ταινία",Νάντη,1953-02-09T00:00:00Z,2006-02-08T00:00:00Z,
http://www.wikidata.org/entity/Q433407,Q433407,"θέατρο, υποκριτική",Q853761,1891-10-19T00:00:00Z,1979-11-21T00:00:00Z,
http://www.wikidata.org/entity/Q433407,Q433407,"θέατρο, υποκριτική",Q16357515,1891-10-19T00:00:00Z,1979-11-21T00:00:00Z,
http://www.wikidata.org/entity/Q433814,Σαλιμά Ικράμ,"αρχαιολογία, Αιγυπτιολογία",Λαχόρη,1965-05-17T00:00:00Z,,
http://www.wikidata.org/entity/Q51489,Μ.Νάιτ Σιάμαλαν,παραγωγή ταινιών,"Μαχέ, Ινδία",1970-08-06T00:00:00Z,,
http://www.wikidata.org/entity/Q54836,Q54836,σύνθεση,Στοκχόλμη,1992-07-03T00:00:00Z,,
http://www.wikidata.org/entity/Q55497,Τζέιμι Λιν Σπίαρς,σύνθεση,Q846178,1991-04-04T00:00:00Z,,Αμερικανίδα ηθοποιός και τραγουδίστρια
http://www.wikidata.org/entity/Q57374,Λάλε Άντερσεν,σύνθεση,Q1813037,1905-03-23T00:00:00Z,1972-08-29T00:00:00Z,
http://www.wikidata.org/entity/Q57619,Φρανκ Βέντεκιντ,δραματουργία,Αννόβερο,1864-07-24T00:00:00Z,1918-03-09T00:00:00Z,
http://www.wikidata.org/entity/Q114392,Q114392,"μουσική, Μουσική των Ρομά",Ρόκιτσανι,1954-05-22T00:00:00Z,2019-03-12T00:00:00Z,
http://www.wikidata.org/entity/Q115228,Q115228,"μουσική, άσμα, υποκριτική",Ρόιτλινγκεν,1957-08-27T00:00:00Z,,Γερμανίδα ηθοποιός
http://www.wikidata.org/entity/Q117249,Ρόμπι Ρόμπερτσον,"μουσική, ταινία, σύνθεση, υποκριτική, στίχος, μουσική βιομηχανία, κινηματογραφική μουσική",Τορόντο,1943-07-05T00:00:00Z,2023-08-09T00:00:00Z,"Καναδός τραγουδιστής, τραγουδοποιός και κιθαρίστας"
http://www.wikidata.org/entity/Q118936,Ραφαέλ Αλμπέρτι,"ποίηση, πεζός λόγος, δράμα",Ελ Πουέρτο ντε Σάντα Μαρία,1902-12-16T00:00:00Z,1999-10-28T00:00:00Z,Ισπανός ποιητής
http://www.wikidata.org/entity/Q119091,Q119091,μουσική,Γκντανσκ,1982-10-26T00:00:00Z,,
http://www.wikidata.org/entity/Q119733,Q119733,"ποίηση, θέατρο, λογοτεχνία, δοκίμιο, δράμα, υποκριτική, δραματουργία",Σόλοτουρν,1928-08-29T00:00:00Z,2018-09-21T00:00:00Z,
http://www.wikidata.org/entity/Q123841,Q123841,"παιδαγωγική, θέατρο, χορογραφία, χορός",Μυλούζη,1912-09-08T00:00:00Z,1989-10-23T00:00:00Z,
http://www.wikidata.org/entity/Q144643,Σάουν Τουμπ,υποκριτική,Τεχεράνη,1963-04-06T00:00:00Z,,
http://www.wikidata.org/entity/Q145132,Ρόμπερτ Τέιλορ,υποκριτική,Q2583816,1911-08-05T00:00:00Z,1969-06-08T00:00:00Z,Αμερικανός ηθοποιός (1911-1969)
http://www.wikidata.org/entity/Q229330,Βέρα Λυν,"υποκριτική, ποπ μουσική, δημοφιλής μουσική, σύνθεση",Q1025593,1917-03-20T00:00:00Z,2020-06-18T00:00:00Z,Βρετανίδα τραγουδίστρια και ηθοποιός
http://www.wikidata.org/entity/Q229528,Μισέλ Τράχτενμπεργκ,υποκριτική,Νέα Υόρκη,1985-10-11T00:00:00Z,,Αμερικανίδα ηθοποιός
http://www.wikidata.org/entity/Q229577,Μαργκ Χελγκενμπέργκερ,υποκριτική,Φρίμοντ,1958-11-16T00:00:00Z,,Αμερικανίδα ηθοποιός
http://www.wikidata.org/entity/Q229669,Μαλίν Άκερμαν,υποκριτική,Στοκχόλμη,1978-05-12T00:00:00Z,,"Σουηδή, πολιτογραφημένη Αμερικανίδα, ηθοποιός"
http://www.wikidata.org/entity/Q229740,Q229740,υποκριτική,Ζάγκρεμπ,1955-09-07T00:00:00Z,2021-01-20T00:00:00Z,
http://www.wikidata.org/entity/Q229766,Σόχρε Άγκντασλου,υποκριτική,Τεχεράνη,1952-01-01T00:00:00Z,,"Αμερικανίδα ηθοποιός, γεννημένη στο Ιράν"
http://www.wikidata.org/entity/Q229766,Σόχρε Άγκντασλου,υποκριτική,Τεχεράνη,1952-05-11T00:00:00Z,,"Αμερικανίδα ηθοποιός, γεννημένη στο Ιράν"
http://www.wikidata.org/entity/Q229983,Άλι ΜακΓκρόου,υποκριτική,Q1270755,1939-04-01T00:00:00Z,,Αμερικανίδα ηθοποιός
http://www.wikidata.org/entity/Q230131,Κλόρις Λίτσμαν,υποκριτική,Ντι Μόιν,1926-04-30T00:00:00Z,2021-01-27T00:00:00Z,
http://www.wikidata.org/entity/Q230138,Τέιτουμ Ο'Νιλ,υποκριτική,Λος Άντζελες,1963-11-05T00:00:00Z,,Αμερικανίδα ηθοποιός
http://www.wikidata.org/entity/Q230188,Ολυμπία Δουκάκη,"τηλεόραση, ταινία, παιδαγωγική, θέατρο, υποκριτική, παραγωγή ταινιών",Λόουελ,1931-06-20T00:00:00Z,2021-05-01T00:00:00Z,
http://www.wikidata.org/entity/Q230836,Q230836,ποίηση,Λος Άντζελες,1979-09-22T00:00:00Z,,
http://www.wikidata.org/entity/Q231128,Άμπερ Τάμπλιν,ποίηση,Σάντα Μόνικα,1983-05-14T00:00:00Z,,Αμερικανίδα ηθοποιός
http://www.wikidata.org/entity/Q231187,Σάρα Μάιλς,"τηλεόραση, λογοτεχνία, ταινία, θέατρο",Q1021898,1941-12-31T00:00:00Z,,Βρετανίδα ηθοποιός
http://www.wikidata.org/entity/Q231815,Πόλι Περέτ,ποίηση,Νέα Ορλεάνη,1969-03-27T00:00:00Z,,Αμερικανίδα ηθοποιός
http://www.wikidata.org/entity/Q232035,Φραντσέσκα Κατσίνι,ποίηση,Φλωρεντία,1587-09-18T00:00:00Z,1640-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q232035,Φραντσέσκα Κατσίνι,ποίηση,Φλωρεντία,1587-09-18T00:00:00Z,http://www.wikidata.org/.well-known/genid/bf06fff7f9fd36a04144686eca193fa8,
http://www.wikidata.org/entity/Q232384,Κάρις φαν Χάουτεν,"τηλεόραση, ραδιοφωνία, μουσική, λογοτεχνία, ταινία, θέατρο",Q1000817,1976-09-05T00:00:00Z,,Ολλανδέζα ηθοποιός
http://www.wikidata.org/entity/Q232562,Ρουθ Γκόρντον,"τηλεόραση, ταινία, θέατρο",Κουίνσι,1896-10-30T00:00:00Z,1985-08-28T00:00:00Z,Αμερικανίδα ηθοποιός
http://www.wikidata.org/entity/Q247501,Q247501,ειδική σχετικότητα,Ρίτσμοντ,1906-09-06T00:00:00Z,1986-08-05T00:00:00Z,
http://www.wikidata.org/entity/Q247662,Q247662,"ταινία, υποκριτική",Q949739,1899-05-03T00:00:00Z,1991-10-12T00:00:00Z,
http://www.wikidata.org/entity/Q250548,Μιχάι Μαλαϊμάρε,"πολιτική, υποκριτική, θέατρο, Παντομίμα",Μποτοσάνι,1950-08-27T00:00:00Z,,
http://www.wikidata.org/entity/Q251818,Ζορζ Ορίκ,"κλασική μουσική, κινηματογραφική μουσική",Λοντέβ,1899-02-15T00:00:00Z,1983-07-23T00:00:00Z,Γάλλος συνθέτης
http://www.wikidata.org/entity/Q253690,Q253690,"μουσική, υποκριτική",Τόκιο,1981-08-05T00:00:00Z,,
http://www.wikidata.org/entity/Q253813,Βίκτορ Σπινέτι,"ταινία, υποκριτική, θέατρο",Q5197175,1929-09-02T00:00:00Z,2012-06-18T00:00:00Z,
http://www.wikidata.org/entity/Q253977,Q253977,"λογοτεχνία, υποκριτική, παραγωγή ταινιών",Λος Άντζελες,1958-09-11T00:00:00Z,,Αμερικανίδα ηθοποιός
http://www.wikidata.org/entity/Q254142,Αικατερίνα Μαξίμοβα,"παιδαγωγική, υποκριτική, θέατρο, μπαλέτο",Μόσχα,1939-02-01T00:00:00Z,2009-04-28T00:00:00Z,Ρωσίδα χορεύτρια μπαλέτου
http://www.wikidata.org/entity/Q254894,Ναόμι Σκοτ,"μουσική, υποκριτική",Q2022317,1993-05-06T00:00:00Z,,
http://www.wikidata.org/entity/Q258064,Ντι Ουάλας,"λογοτεχνία, ταινία, υποκριτική, προσωπική ανάπτυξη",Κάνσας Σίτι (Κάνσας),1948-12-14T00:00:00Z,,Αμερικανίδα ηθοποιός
http://www.wikidata.org/entity/Q381486,Q381486,υποκριτική,Κάιρο,1946-04-28T00:00:00Z,2015-08-11T00:00:00Z,
http://www.wikidata.org/entity/Q381685,Q381685,υποκριτική,Νέβαν,1971-11-03T00:00:00Z,,
http://www.wikidata.org/entity/Q382210,Ούλριχ Τόμσεν,υποκριτική,Φιονία,1963-12-06T00:00:00Z,,
